,path,class_,duration,power_db,genre,exist,clean,main_frequency
0,clean_noises_1_02/000cc01bdaa01male.wav,buriy_audiobooks,2.0,20.85,male,clean_noises_1_02_1,000cc01bdaa01male.wav,160.15625
1,clean_noises_1_02/00e6350320f31female.wav,buriy_audiobooks,2.0,25.87,female,clean_noises_1_02_1,00e6350320f31female.wav,142.85714285714286
2,clean_noises_1_02/017c0d8626711male.wav,buriy_audiobooks,2.0,23.69,male,clean_noises_1_02_1,017c0d8626711male.wav,188.2352941176471
3,clean_noises_1_02/01caaa85fc2e1female.wav,buriy_audiobooks,2.0,18.26,female,clean_noises_1_02_1,01caaa85fc2e1female.wav,271.18644067796606
4,clean_noises_1_02/01fc14aadbd11male.wav,buriy_audiobooks,2.0,26.62,male,clean_noises_1_02_1,01fc14aadbd11male.wav,164.0625
5,clean_noises_1_02/024c0183490b1female.wav,buriy_audiobooks,2.0,14.9,female,clean_noises_1_02_1,024c0183490b1female.wav,238.80597014925374
6,clean_noises_1_02/030f9dfcae301female.wav,buriy_audiobooks,2.0,19.98,female,clean_noises_1_02_1,030f9dfcae301female.wav,231.88405797101453
7,clean_noises_1_02/0319c5125dfe1male.wav,buriy_audiobooks,2.0,20.71,male,clean_noises_1_02_1,0319c5125dfe1male.wav,164.71354166666666
8,clean_noises_1_02/032a584771c01male.wav,buriy_audiobooks,2.0,14.06,male,clean_noises_1_02_1,032a584771c01male.wav,129.03225806451613
9,clean_noises_1_02/032ffefda5df1female.wav,buriy_audiobooks,2.0,20.05,female,clean_noises_1_02_1,032ffefda5df1female.wav,242.42424242424244
10,clean_noises_1_02/036a56a5d9731male.wav,buriy_audiobooks,2.0,22.0,male,clean_noises_1_02_1,036a56a5d9731male.wav,130.08130081300814
11,clean_noises_1_02/037af1ac214c1female.wav,buriy_audiobooks,2.0,21.53,female,clean_noises_1_02_1,037af1ac214c1female.wav,228.57142857142856
12,clean_noises_1_02/049ab4dce50c1female.wav,buriy_audiobooks,2.0,19.2,female,clean_noises_1_02_1,049ab4dce50c1female.wav,262.2950819672131
13,clean_noises_1_02/04b23f0aa3ed1male.wav,buriy_audiobooks,2.0,23.22,male,clean_noises_1_02_1,04b23f0aa3ed1male.wav,205.12820512820514
14,clean_noises_1_02/04cbb8887deb1female.wav,buriy_audiobooks,2.0,19.74,female,clean_noises_1_02_1,04cbb8887deb1female.wav,200.0
15,clean_noises_1_02/0503a7bc5d251female.wav,buriy_audiobooks,2.0,16.72,female,clean_noises_1_02_1,0503a7bc5d251female.wav,275.86206896551727
16,clean_noises_1_02/050990a61d2a1male.wav,buriy_audiobooks,2.0,17.21,male,clean_noises_1_02_1,050990a61d2a1male.wav,168.42105263157896
17,clean_noises_1_02/0513e3c066a51female.wav,buriy_audiobooks,2.0,13.08,female,clean_noises_1_02_1,0513e3c066a51female.wav,188.2352941176471
18,clean_noises_1_02/054d709cc6d51female.wav,buriy_audiobooks,2.0,17.25,female,clean_noises_1_02_1,054d709cc6d51female.wav,280.7017543859649
19,clean_noises_1_02/05ab32c521b81female.wav,buriy_audiobooks,2.0,14.32,female,clean_noises_1_02_1,05ab32c521b81female.wav,301.8867924528302
20,clean_noises_1_02/05b286bcd6d31male.wav,buriy_audiobooks,2.0,18.85,male,clean_noises_1_02_1,05b286bcd6d31male.wav,177.77777777777774
21,clean_noises_1_02/063cfdc4023d1female.wav,buriy_audiobooks,2.0,27.94,female,clean_noises_1_02_1,063cfdc4023d1female.wav,210.9375
22,clean_noises_1_02/06b741f257041male.wav,buriy_audiobooks,2.0,18.45,male,clean_noises_1_02_1,06b741f257041male.wav,136.75213675213678
23,clean_noises_1_02/06b8603824401male.wav,buriy_audiobooks,2.0,39.12,male,clean_noises_1_02_1,06b8603824401male.wav,135.59322033898306
24,clean_noises_1_02/072f1b66f9151male.wav,buriy_audiobooks,2.0,18.52,male,clean_noises_1_02_1,072f1b66f9151male.wav,152.38095238095238
25,clean_noises_1_02/07910bb8035c1female.wav,buriy_audiobooks,2.0,16.11,female,clean_noises_1_02_1,07910bb8035c1female.wav,285.7142857142857
26,clean_noises_1_02/07b9926a7c161male.wav,buriy_audiobooks,2.0,23.86,male,clean_noises_1_02_1,07b9926a7c161male.wav,132.2314049586777
27,clean_noises_1_02/07cbab0fdc131female.wav,buriy_audiobooks,2.0,19.7,female,clean_noises_1_02_1,07cbab0fdc131female.wav,179.77528089887642
28,clean_noises_1_02/07dd748769f21female.wav,buriy_audiobooks,2.0,16.19,female,clean_noises_1_02_1,07dd748769f21female.wav,262.2950819672131
29,clean_noises_1_02/0876620d487a1male.wav,buriy_audiobooks,2.0,16.92,male,clean_noises_1_02_1,0876620d487a1male.wav,225.35211267605638
30,clean_noises_1_02/08d44ec51d5a1male.wav,buriy_audiobooks,2.0,13.74,male,clean_noises_1_02_1,08d44ec51d5a1male.wav,141.59292035398232
31,clean_noises_1_02/08e7ed148d061male.wav,buriy_audiobooks,2.0,26.46,male,clean_noises_1_02_1,08e7ed148d061male.wav,186.04651162790694
32,clean_noises_1_02/08e7f7f7924a1female.wav,buriy_audiobooks,2.0,17.59,female,clean_noises_1_02_1,08e7f7f7924a1female.wav,307.6923076923077
33,clean_noises_1_02/09991bc444161female.wav,buriy_audiobooks,2.0,14.11,male,clean_noises_1_02_1,09991bc444161female.wav,207.7922077922078
34,clean_noises_1_02/09a087f329b11male.wav,buriy_audiobooks,2.0,28.0,male,clean_noises_1_02_1,09a087f329b11male.wav,226.5625
35,clean_noises_1_02/09d73c44f0e91male.wav,buriy_audiobooks,2.0,23.54,male,clean_noises_1_02_1,09d73c44f0e91male.wav,200.0
36,clean_noises_1_02/09d816e2f0ec1female.wav,buriy_audiobooks,2.0,19.4,female,clean_noises_1_02_1,09d816e2f0ec1female.wav,258.06451612903226
37,clean_noises_1_02/0a25bc186f091male.wav,buriy_audiobooks,2.0,15.56,male,clean_noises_1_02_1,0a25bc186f091male.wav,153.84615384615384
38,clean_noises_1_02/0a5f83703bd51female.wav,buriy_audiobooks,2.0,14.91,female,clean_noises_1_02_1,0a5f83703bd51female.wav,266.6666666666667
39,clean_noises_1_02/0a7bb2d8cccd1female.wav,buriy_audiobooks,2.0,18.23,female,clean_noises_1_02_1,0a7bb2d8cccd1female.wav,307.6923076923077
40,clean_noises_1_02/0a9c416ca83e1male.wav,buriy_audiobooks,2.0,18.42,male,clean_noises_1_02_1,0a9c416ca83e1male.wav,231.88405797101453
41,clean_noises_1_02/0aaf7dbf095a1male.wav,buriy_audiobooks,2.0,13.95,male,clean_noises_1_02_1,0aaf7dbf095a1male.wav,201.171875
42,clean_noises_1_02/0ae562d2a6911male.wav,buriy_audiobooks,2.0,23.42,male,clean_noises_1_02_1,0ae562d2a6911male.wav,155.33980582524268
43,clean_noises_1_02/0af3b77426461female.wav,buriy_audiobooks,2.0,19.54,female,clean_noises_1_02_1,0af3b77426461female.wav,207.7922077922078
44,clean_noises_1_02/0b22e43ae1791male.wav,buriy_audiobooks,2.0,22.91,male,clean_noises_1_02_1,0b22e43ae1791male.wav,210.5263157894737
45,clean_noises_1_02/0b36127786061female.wav,buriy_audiobooks,2.0,9.57,female,clean_noises_1_02_1,0b36127786061female.wav,166.66666666666666
46,clean_noises_1_02/0b6a9b1687871female.wav,buriy_audiobooks,2.0,18.27,female,clean_noises_1_02_1,0b6a9b1687871female.wav,188.2352941176471
47,clean_noises_1_02/0bafc88105e91female.wav,buriy_audiobooks,2.0,19.1,female,clean_noises_1_02_1,0bafc88105e91female.wav,202.53164556962025
48,clean_noises_1_02/0c0f84b117bf1male.wav,buriy_audiobooks,2.0,21.86,male,clean_noises_1_02_1,0c0f84b117bf1male.wav,205.12820512820514
49,clean_noises_1_02/0c54a65c31741male.wav,buriy_audiobooks,2.0,25.87,male,clean_noises_1_02_1,0c54a65c31741male.wav,145.45454545454547
50,clean_noises_1_02/0c6dbd86ba431female.wav,buriy_audiobooks,2.0,17.55,female,clean_noises_1_02_1,0c6dbd86ba431female.wav,271.18644067796606
51,clean_noises_1_02/0c732a70dd2c1male.wav,buriy_audiobooks,2.0,17.82,male,clean_noises_1_02_1,0c732a70dd2c1male.wav,207.7922077922078
52,clean_noises_1_02/0c7ef4d80b721male.wav,buriy_audiobooks,2.0,18.75,male,clean_noises_1_02_1,0c7ef4d80b721male.wav,285.7142857142857
53,clean_noises_1_02/0c81633cdb741male.wav,buriy_audiobooks,2.0,23.44,male,clean_noises_1_02_1,0c81633cdb741male.wav,200.0
54,clean_noises_1_02/0caa72f195851male.wav,buriy_audiobooks,2.0,19.66,male,clean_noises_1_02_1,0caa72f195851male.wav,140.3508771929825
55,clean_noises_1_02/0cab471823b91male.wav,buriy_audiobooks,2.0,17.05,male,clean_noises_1_02_1,0cab471823b91male.wav,144.14414414414415
56,clean_noises_1_02/0d0db2feea421female.wav,buriy_audiobooks,2.0,16.06,female,clean_noises_1_02_1,0d0db2feea421female.wav,258.06451612903226
57,clean_noises_1_02/0d597ca930431male.wav,buriy_audiobooks,2.0,20.45,male,clean_noises_1_02_1,0d597ca930431male.wav,179.77528089887642
58,clean_noises_1_02/0d70234d57591male.wav,buriy_audiobooks,2.0,11.26,male,clean_noises_1_02_1,0d70234d57591male.wav,158.41584158415841
59,clean_noises_1_02/0dc6bb1fa8f31male.wav,buriy_audiobooks,2.0,28.68,male,clean_noises_1_02_1,0dc6bb1fa8f31male.wav,186.04651162790694
60,clean_noises_1_02/0dcbda339dcf1male.wav,buriy_audiobooks,2.0,19.66,male,clean_noises_1_02_1,0dcbda339dcf1male.wav,132.8125
61,clean_noises_1_02/0dccda0333221female.wav,buriy_audiobooks,2.0,10.33,female,clean_noises_1_02_1,0dccda0333221female.wav,266.6666666666667
62,clean_noises_1_02/0e313fd537441male.wav,buriy_audiobooks,2.0,15.81,male,clean_noises_1_02_1,0e313fd537441male.wav,155.33980582524268
63,clean_noises_1_02/0e8661f1acfa1male.wav,buriy_audiobooks,2.0,14.59,male,clean_noises_1_02_1,0e8661f1acfa1male.wav,219.17808219178082
64,clean_noises_1_02/0e8b70c0a54b1male.wav,buriy_audiobooks,2.0,27.54,male,clean_noises_1_02_1,0e8b70c0a54b1male.wav,192.7710843373494
65,clean_noises_1_02/0ea32e809d8e1female.wav,buriy_audiobooks,2.0,20.92,female,clean_noises_1_02_1,0ea32e809d8e1female.wav,186.04651162790694
66,clean_noises_1_02/0f06df5e59c91female.wav,buriy_audiobooks,2.0,15.73,female,clean_noises_1_02_1,0f06df5e59c91female.wav,210.5263157894737
67,clean_noises_1_02/0f1210775eed1female.wav,buriy_audiobooks,2.0,24.28,female,clean_noises_1_02_1,0f1210775eed1female.wav,144.53125
68,clean_noises_1_02/0f3975d7ddab1male.wav,buriy_audiobooks,2.0,23.78,male,clean_noises_1_02_1,0f3975d7ddab1male.wav,172.04301075268813
69,clean_noises_1_02/0f68f72333b91male.wav,buriy_audiobooks,2.0,20.3,male,clean_noises_1_02_1,0f68f72333b91male.wav,166.66666666666666
70,clean_noises_1_02/0fc397d0a6bc1male.wav,buriy_audiobooks,2.0,26.14,male,clean_noises_1_02_1,0fc397d0a6bc1male.wav,164.94845360824743
71,clean_noises_1_02/0ff8d9a28d551female.wav,buriy_audiobooks,2.0,15.06,female,clean_noises_1_02_1,0ff8d9a28d551female.wav,246.15384615384616
72,clean_noises_1_02/106b55b15aa21male.wav,buriy_audiobooks,2.0,18.91,male,clean_noises_1_02_1,106b55b15aa21male.wav,133.33333333333334
73,clean_noises_1_02/10f6b5db8ec61male.wav,buriy_audiobooks,2.0,23.4,male,clean_noises_1_02_1,10f6b5db8ec61male.wav,123.07692307692308
74,clean_noises_1_02/11598005c3ea1male.wav,buriy_audiobooks,2.0,21.69,male,clean_noises_1_02_1,11598005c3ea1male.wav,150.9433962264151
75,clean_noises_1_02/11ab096168f21male.wav,buriy_audiobooks,2.0,23.42,male,clean_noises_1_02_1,11ab096168f21male.wav,207.7922077922078
76,clean_noises_1_02/11c457027bac1female.wav,buriy_audiobooks,2.0,14.38,female,clean_noises_1_02_1,11c457027bac1female.wav,228.57142857142856
77,clean_noises_1_02/123813ae78961male.wav,buriy_audiobooks,2.0,21.5,male,clean_noises_1_02_1,123813ae78961male.wav,168.26820613453222
78,clean_noises_1_02/1269e30cbce01male.wav,buriy_audiobooks,2.0,14.45,male,clean_noises_1_02_1,1269e30cbce01male.wav,173.828125
79,clean_noises_1_02/12dbe92c7aa71female.wav,buriy_audiobooks,2.0,15.72,female,clean_noises_1_02_1,12dbe92c7aa71female.wav,188.2352941176471
80,clean_noises_1_02/12ebd92c49a51male.wav,buriy_audiobooks,2.0,18.78,male,clean_noises_1_02_1,12ebd92c49a51male.wav,183.52604166666663
81,clean_noises_1_02/1337e7bfd4db1male.wav,buriy_audiobooks,2.0,17.45,male,clean_noises_1_02_1,1337e7bfd4db1male.wav,190.47619047619045
82,clean_noises_1_02/1373421912331male.wav,buriy_audiobooks,2.0,16.5,male,clean_noises_1_02_1,1373421912331male.wav,175.8241758241758
83,clean_noises_1_02/137ed7af468a1male.wav,buriy_audiobooks,2.0,19.92,male,clean_noises_1_02_1,137ed7af468a1male.wav,197.53086419753086
84,clean_noises_1_02/138286ec548f1female.wav,buriy_audiobooks,2.0,17.28,female,clean_noises_1_02_1,138286ec548f1female.wav,285.7142857142857
